Time,Aadc,AdB,AuV,A2hcounts,LnA2hcounts,EioktoJ,EdB,Emarse,Tdur,Trise,hcounts,AF,RA,Clust,Heat
"22978,078",51,"35,9","62,1","15,5","0,10883",46002,"46,6","214479,9",14,11,4,285,"5,645",0,0
"22978,503",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,0
"22979,134",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"22979,571",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,0
"22983,132",50,"35,7","60,9","30,4","0,20776",33555,"45,3","183181,2",10,11,2,200,"5,536",0,0
"22984,881",69,"38,5",84,42,"0,3688",34158,"45,3","184817,5",6,6,2,333,"14,000",0,0
"22991,284",59,"37,1","71,9",9,"0,07263",201708,53,"449118,7",89,28,8,89,"2,568",0,0
"22991,372",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"22992,444",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,2,1,1000,"20,700",0,0
"22992,868",54,"36,4","65,8","21,9","0,16416",37552,"45,7","193784,3",10,1,3,300,"65,800",0,0
"22993,201",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"22993,716",49,"35,5","59,7","29,8","0,19766",26377,"44,2","162410,3",10,10,2,200,"5,970",0,0
"22994,271",37,"33,1","45,1","22,5","0,05721",19236,"42,8","138693,7",10,1,2,200,"45,100",0,0
"22994,577",58,37,"70,6","23,5","0,18798",51916,"47,2","227851,4",15,1,3,200,"70,600",0,0
"22995,045",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,0
"22995,122",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"22996,107",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23000,052",38,"33,3","46,3","15,4","0,04703",7712,"38,9",87819,6,7,3,500,"6,614",0,0
"23000,362",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23002,257",46,35,56,"18,7","0,11071",24036,"43,8","155036,3",10,11,3,300,"5,091",0,0
"23002,320",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23002,805",41,34,"49,9","16,6","0,07235",23174,"43,6","152228,8",15,16,3,200,"3,119",0,0
"23005,121",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23005,471",34,"32,3","41,4","20,7","0,01493",11654,"40,7","107951,5",7,1,2,285,"41,400",0,0
"23007,407",1303,64,"1586,8","20,1","0,04653",89369580,"79,5","9453548,5",645,29,79,122,"54,717",0,0
"23008,805",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",2,0
"23011,017",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,0
"23011,378",46,35,56,56,"0,33213",3138,35,"56020,2",1,2,1,1000,"28,000",0,0
"23015,212",57,"36,8","69,4","23,1","0,18218",46651,"46,7","215988,9",15,2,3,200,"34,700",0,0
"23015,949",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23017,260",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,0
"23019,248",38,"33,3","46,3","23,1","0,07054",35462,"45,5","188313,3",17,1,2,117,"46,300",0,0
"23020,749",39,"33,5","47,5","15,8","0,05568",17063,"42,3","130626,1",9,1,3,333,"47,500",0,0
"23022,373",47,"35,2","57,2","19,1","0,11788",24214,"43,8","155609,3",10,1,3,300,"57,200",0,0
"23022,932",48,"35,3","58,5","11,7","0,07494",25427,"44,1","159458,6",14,5,5,357,"11,700",0,0
"23025,068",40,"33,8","48,7","24,4","0,09619",19940,43,"141210,5",10,1,2,200,"48,700",0,0
"23026,388",44,"34,6","53,6","26,8","0,14384",25636,"44,1","160111,1",10,1,2,200,"53,600",0,0
"23026,442",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23026,472",106,"42,2","129,1","11,7","0,10608",830721,"59,2","911439,2",109,41,11,100,"3,149",0,0
"23029,131",35,"32,6","42,6","21,3","0,02942",9084,"39,6","95310,3",5,1,2,400,"42,600",0,0
"23030,302",69,"38,5",84,"7,6","0,06705",358757,"55,5","598963,2",101,49,11,108,"1,714",0,0
"23031,280",40,"33,8","48,7","12,2","0,04809",30055,"44,8","173364,4",14,1,4,285,"48,700",0,0
"23032,038",42,"34,2","51,1","10,2","0,04823",34035,"45,3",184485,19,12,5,263,"4,258",0,0
"23032,363",40,"33,8","48,7","8,1","0,03206",73287,"48,7","270715,1",35,35,6,171,"1,391",0,0
"23032,505",37,"33,1","45,1","22,5","0,05721",49406,"46,9","222274,8",25,26,2,80,"1,735",0,0
"23032,914",52,36,"63,3","21,1","0,15158",66399,"48,2","257680,7",19,19,3,157,"3,332",0,0
"23033,303",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23033,316",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,2,1,1000,"21,900",0,0
"23033,819",37,"33,1","45,1","22,5","0,05721",38472,"45,9","196142,5",20,20,2,100,"2,255",0,0
"23036,650",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,0
"23039,160",42,"34,2","51,1","6,4","0,03015",194697,"52,9",441245,105,20,8,76,"2,555",0,0
"23040,431",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23043,164",40,"33,8","48,7","16,2","0,06412",20032,43,141534,10,1,3,300,"48,700",0,0
"23043,165",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,0
"23043,371",106,"42,2","129,1",5,"0,04488",1718789,"62,4","1311025,7",444,17,26,58,"7,594",0,0
"23045,399",56,"36,7","68,2","9,7","0,07555",273496,"54,4","522968,1",107,10,7,65,"6,820",0,0
"23046,440",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,0
"23046,502",50,"35,7","60,9","30,4","0,20776",33555,"45,3","183181,2",10,2,2,200,"30,450",0,0
"23046,550",45,"34,8","54,8",11,"0,06203",49174,"46,9","221752,1",27,1,5,185,"54,800",0,0
"23046,663",38,"33,3","46,3","23,1","0,07054",20860,"43,2","144429,7",10,1,2,200,"46,300",0,0
"23047,080",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23048,170",37,"33,1","45,1",15,"0,03814",32163,"45,1","179341,1",17,9,3,176,"5,011",0,0
"23048,643",60,"37,3","73,1","10,4","0,08541",85469,"49,3","292350,2",28,6,7,250,"12,183",0,0
"23049,265",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23049,459",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23049,521",35,"32,6","42,6","21,3","0,02942",908,"29,6","30139,8",1,1,2,2000,"42,600",0,0
"23053,432",41,34,"49,9","16,6","0,07235",20101,43,"141778,3",10,11,3,300,"4,536",0,0
"23057,868",45,"34,8","54,8","27,4","0,15508",28728,"44,6","169492,9",10,1,2,200,"54,800",0,0
"23057,869",37,"33,1","45,1","22,5","0,05721",18724,"42,7","136836,6",10,10,2,200,"4,510",0,0
"23059,420",57,"36,8","69,4","34,7","0,27327",43763,"46,4","209195,8",11,2,2,181,"34,700",0,0
"23059,549",47,"35,2","57,2","14,3","0,08841",29538,"44,7","171865,1",16,17,4,250,"3,365",0,0
"23059,743",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,2,1,1000,"22,550",0,0
"23059,791",40,"33,8","48,7","24,4","0,09619",21475,"43,3",146545,10,2,2,200,"24,350",0,0
"23060,396",36,"32,8","43,8","14,6","0,029",18865,"42,8","137350,5",16,17,3,187,"2,576",0,0
"23060,514",36,"32,8","43,8","21,9","0,04351",18695,"42,7","136728,2",10,1,2,200,"43,800",0,0
"23060,656",84,"40,2","102,3","14,6","0,13347",1642947,"62,2","1281774,9",360,332,7,19,"0,308",0,0
"23064,958",43,"34,4","52,4","26,2","0,13235",11661,"40,7","107985,9",5,6,2,400,"8,733",0,0
"23067,657",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23067,948",64,"37,8","77,9","19,5","0,16559",30940,"44,9","175897,4",11,2,4,363,"38,950",0,0
"23073,560",40,"33,8","48,7","48,7","0,19237",2373,"33,8","48713,2",1,2,1,1000,"24,350",0,0
"23073,652",37,"33,1","45,1","22,5","0,05721",12182,"40,9","110373,3",6,1,2,333,"45,100",0,0
"23075,074",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23076,201",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,0
"23080,134",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23081,942",41,34,"49,9",25,"0,10853",21550,"43,3","146797,8",10,1,2,200,"49,900",0,0
"23084,684",113,"42,8","137,6","19,7","0,17584",230707,"53,6","480319,3",29,6,7,241,"22,933",0,0
"23085,146",44,"34,6","53,6","53,6","0,28768",2871,"34,6","53584,5",1,1,1,1000,"53,600",0,0
"23085,543",52,36,"63,3","15,8","0,11368",26511,"44,2","162820,7",11,2,4,363,"31,650",0,0
"23086,094",33,"32,1","40,2","20,1",0,14536,"41,6","120565,2",9,1,2,222,"40,200",0,0
"23088,148",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23089,621",55,"36,5",67,"33,5","0,25541",31516,45,"177527,7",10,11,2,200,"6,091",0,0
"23089,835",57,"36,8","69,4","23,1","0,18218",33291,"45,2","182457,9",10,1,3,300,"69,400",0,0
"23091,397",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,2,1,1000,"21,300",0,0
"23098,659",193,"47,4",235,"9,8","0,07359",3069728,"64,9","1752063,9",366,22,24,65,"10,682",0,0
"23106,498",89,"40,7","108,4","21,7","0,19843",100926,50,"317688,9",22,10,5,227,"10,840",0,0
"23107,453",46,35,56,14,"0,08303",51634,"47,1","227232,2",22,14,4,181,"4,000",0,0
"23109,490",47,"35,2","57,2","11,4","0,07073",240555,"53,8","490463,6",115,1,5,43,"57,200",0,0
"23109,942",48,"35,3","58,5","4,2","0,02676",293404,"54,7","541668,2",147,79,14,95,"0,741",0,0
"23109,960",55,"36,5",67,"11,2","0,08514",54047,"47,3","232481,2",21,10,6,285,"6,700",0,0
"23110,142",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23110,550",46,35,56,14,"0,08303",21702,"43,4","147315,9",11,2,4,363,"28,000",0,0
"23114,128",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23120,793",41,34,"49,9",25,"0,10853",10519,"40,2",102562,5,6,2,400,"8,317",0,0
"23120,797",43,"34,4","52,4","13,1","0,06617",34610,"45,4","186037,2",16,6,4,250,"8,733",0,0
"23122,203",84,"40,2","102,3","12,8","0,11679",129618,"51,1","360025,6",33,21,8,242,"4,871",0,0
"23124,571",70,"38,6","85,2","4,5","0,03958",438892,"56,4","662489,6",135,31,19,140,"2,748",0,0
"23124,775",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23125,153",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23126,739",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,0
"23127,268",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,2,1,1000,"22,550",0,0
"23127,481",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23128,881",41,34,"49,9","12,5","0,05427",41712,"46,2","204236,3",18,1,4,222,"49,900",0,0
"23130,469",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,0
"23131,503",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23133,909",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23137,864",49,"35,5","59,7","14,9","0,09883",52012,"47,2","228060,4",19,11,4,210,"5,427",0,0
"23140,099",55,"36,5",67,"11,2","0,08514",107517,"50,3","327898,3",39,5,6,153,"13,400",0,0
"23142,562",38,"33,3","46,3","15,4","0,04703",7513,"38,8","86680,1",6,1,3,500,"46,300",0,0
"23144,716",60,"37,3","73,1","10,4","0,08541",76267,"48,8","276164,1",36,12,7,194,"6,092",0,0
"23147,977",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23148,009",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23148,164",49,"35,5","59,7","29,8","0,19766",29084,"44,6","170539,7",10,1,2,200,"59,700",0,0
"23151,865",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23152,133",41,34,"49,9",25,"0,10853",8830,"39,5","93970,4",4,1,2,500,"49,900",0,0
"23152,291",99,"41,6","120,6","12,1","0,10986",522810,"57,2","723056,1",121,22,10,82,"5,482",0,0
"23153,897",44,"34,6","53,6","26,8","0,14384",32584,"45,1","180510,2",13,1,2,153,"53,600",0,0
"23154,299",44,"34,6","53,6","8,9","0,04795",64849,"48,1","254654,6",30,22,6,200,"2,436",0,0
"23155,692",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23156,519",73,39,"88,9","17,8","0,15879",75507,"48,8","274785,2",18,11,5,277,"8,082",0,0
"23157,410",117,"43,1","142,5","23,7","0,21094",232644,"53,7","482331,9",26,6,6,230,"23,750",0,0
"23160,826",35,"32,6","42,6","21,3","0,02942",9084,"39,6","95310,3",5,1,2,400,"42,600",0,0
"23163,932",38,"33,3","46,3","23,1","0,07054",16905,"42,3","130020,1",9,1,2,222,"46,300",0,0
"23164,263",41,34,"49,9","16,6","0,07235",20833,"43,2","144335,6",10,6,3,300,"8,317",0,0
"23164,450",58,37,"70,6","10,1","0,08056",80242,49,"283269,8",34,5,7,205,"14,120",0,0
"23172,597",38,"33,3","46,3","15,4","0,04703",7513,"38,8","86680,1",6,1,3,500,"46,300",0,0
"23172,705",43,"34,4","52,4","26,2","0,13235",225066,"53,5","474410,8",101,1,2,19,"52,400",0,0
"23174,537",37,"33,1","45,1","22,5","0,05721",9881,"39,9","99404,3",5,2,2,400,"22,550",0,0
"23174,738",66,"38,1","80,4","4,2","0,03648",342197,"55,3","584975,7",132,10,19,143,"8,040",0,0
"23175,947",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,0
"23176,119",58,37,"70,6","23,5","0,18798",58738,"47,7","242358,4",17,1,3,176,"70,600",0,0
"23177,483",55,"36,5",67,"13,4","0,10217",77264,"48,9","277964,2",22,5,5,227,"13,400",0,0
"23182,122",51,"35,9","62,1","31,1","0,21766",35669,"45,5","188861,8",10,1,2,200,"62,100",0,0
"23190,204",65,38,"79,2","19,8","0,16947",75623,"48,8","274996,4",18,1,4,222,"79,200",0,0
"23193,909",91,"40,9","110,8","11,1","0,10144",433461,"56,4","658377,4",94,7,10,106,"15,829",0,0
"23196,512",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23200,599",42,"34,2","51,1",17,"0,08039",18442,"42,7","135803,1",9,1,3,333,"51,100",0,0
"23201,009",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23202,302",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,0
"23203,419",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23207,065",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23212,698",58,37,"70,6","8,8","0,07049",111922,"50,5","334547,4",35,27,8,228,"2,615",0,0
"23216,507",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,0
"23217,158",40,"33,8","48,7","24,4","0,09619",12569,41,"112113,1",6,6,2,333,"8,117",0,0
"23218,584",42,"34,2","51,1","25,6","0,12058",14968,"41,8","122341,9",6,1,2,333,"51,100",0,0
"23222,514",42,"34,2","51,1","12,8","0,06029",56848,"47,5","238428,9",26,11,4,153,"4,645",0,0
"23223,568",43,"34,4","52,4","13,1","0,06617",25689,"44,1","160278,9",15,11,4,266,"4,764",0,0
"23225,876",72,"38,9","87,7",11,"0,09752",278350,"54,4","527588,9",69,2,8,115,"43,850",0,0
"23226,625",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23228,494",90,"40,8","109,6","12,2","0,11148",265763,"54,2",515522,49,17,9,183,"6,447",0,0
"23232,789",41,34,"49,9","49,9","0,21706",2493,34,49931,1,1,1,1000,"49,900",0,0
"23233,203",57,"36,8","69,4","23,1","0,18218",30166,"44,8","173684,9",10,6,3,300,"11,567",0,0
"23233,463",47,"35,2","57,2","57,2","0,35364",3276,"35,2",57238,1,2,1,1000,"28,600",0,0
"23235,263",45,"34,8","54,8","54,8","0,31015",3003,"34,8","54802,4",1,1,1,1000,"54,800",0,0
"23238,846",99,"41,6","120,6","2,2","0,01997",1609569,"62,1","1268688,1",401,44,55,137,"2,741",0,0
"23241,044",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23244,912",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,0
"23245,200",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23255,237",47,"35,2","57,2","11,4","0,07073",32489,"45,1","180247,9",17,9,5,294,"6,356",0,0
"23255,686",67,"38,2","81,6","11,7","0,10117",116649,"50,7","341538,8",40,12,7,175,"6,800",0,0
"23258,013",35,"32,6","42,6","14,2","0,01961",42059,"46,2","205081,8",25,20,3,120,"2,130",0,0
"23258,691",66,"38,1","80,4","13,4","0,11552",58465,"47,7","241795,2",21,6,6,285,"13,400",0,0
"23270,898",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,0
"23274,241",70,"38,6","85,2","14,2","0,12533",98652,"49,9","314088,4",25,19,6,240,"4,484",0,0
"23274,734",53,"36,2","64,5","21,5","0,15793",35902,"45,6","189478,6",11,6,3,272,"10,750",0,0
"23274,738",50,"35,7","60,9","4,3","0,02968",634363,58,"796469,4",424,6,14,33,"10,150",0,0
"23275,327",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23278,877",37,"33,1","45,1","22,5","0,05721",11542,"40,6","107431,7",6,1,2,333,"45,100",0,0
"23281,511",72,"38,9","87,7","8,8","0,07802",111706,"50,5","334224,1",42,22,10,238,"3,986",0,0
"23289,434",35,"32,6","42,6","21,3","0,02942",8580,"39,3","92627,2",5,6,2,400,"7,100",2,0
"23289,732",44,"34,6","53,6","8,9","0,04795",82068,"49,1","286474,9",35,1,6,171,"53,600",0,0
"23291,819",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23294,504",41,34,"49,9","49,9","0,21706",2493,34,49931,1,1,1,1000,"49,900",0,0
"23295,960",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23296,089",42,"34,2","51,1","51,1","0,24116",2616,"34,2","51148,9",1,2,1,1000,"25,550",0,0
"23302,896",47,"35,2","57,2","14,3","0,08841",31426,45,"177272,7",14,10,4,285,"5,720",0,0
"23302,930",53,"36,2","64,5","21,5","0,15793",29796,"44,7","172614,3",10,11,3,300,"5,864",0,0
"23314,948",83,"40,1","101,1","7,2","0,06588",1086226,"60,4","1042221,7",315,7,14,44,"14,443",0,0
"23320,155",36,"32,8","43,8","21,9","0,04351",10612,"40,3","103012,9",6,6,2,333,"7,300",0,0
"23321,431",55,"36,5",67,"11,2","0,08514",32731,"45,1","180915,7",17,13,6,352,"5,154",0,0
"23326,287",57,"36,8","69,4","17,4","0,13664",51056,"47,1","225955,9",15,10,4,266,"6,940",0,0
"23328,836",35,"32,6","42,6","21,3","0,02942",908,"29,6","30139,8",1,1,2,2000,"42,600",0,0
"23330,253",50,"35,7","60,9","15,2","0,10388",35114,"45,5","187388,6",13,10,4,307,"6,090",0,0
"23333,685",38,"33,3","46,3","15,4","0,04703",23793,"43,8","154248,3",19,1,3,157,"46,300",0,0
"23335,594",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,0
"23343,493",45,"34,8","54,8","54,8","0,31015",3003,"34,8","54802,4",1,1,1,1000,"54,800",0,0
"23343,891",43,"34,4","52,4","10,5","0,05294",51836,"47,1","227674,9",23,11,5,217,"4,764",0,0
"23343,978",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,0
"23344,727",45,"34,8","54,8","27,4","0,15508",39337,"45,9","198334,4",14,14,2,142,"3,914",0,0
"23345,051",61,"37,4","74,3","14,9","0,12287",108826,"50,4","329888,1",31,2,5,161,"37,150",0,0
"23360,605",51,"35,9","62,1","20,7","0,14511",38686,"45,9","196688,7",11,1,3,272,"62,100",0,0
"23364,026",45,"34,8","54,8","18,3","0,10338",64011,"48,1",253004,24,1,3,125,"54,800",0,0
"23376,568",47,"35,2","57,2","28,6","0,17682",22011,"43,4","148360,5",9,10,2,222,"5,720",0,0
"23387,025",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23393,294",38,"33,3","46,3","23,1","0,07054",91434,"49,6","302380,1",45,46,2,44,"1,007",0,0
"23393,746",103,42,"125,4","13,9","0,12647",979317,"59,9","989604,6",130,10,9,69,"12,540",0,0
"23393,813",64,"37,8","77,9","5,2","0,04416",615196,"57,9",784344,243,53,15,61,"1,470",0,0
"23406,357",37,"33,1","45,1","22,5","0,05721",16405,"42,1","128080,8",9,10,2,222,"4,510",0,0
"23412,201",111,"42,6","135,2",15,"0,13478",1277296,"61,1","1130175,2",188,14,9,47,"9,657",0,0
"23412,869",46,35,56,28,"0,16607",14865,"41,7",121923,6,1,2,333,"56,000",0,0
"23421,301",52,36,"63,3","15,8","0,11368",49631,47,"222779,7",16,12,4,250,"5,275",0,0
"23422,084",67,"38,2","81,6","20,4","0,17705",71225,"48,5","266879,9",16,7,4,250,"11,657",0,0
"23423,217",45,"34,8","54,8","27,4","0,15508",21230,"43,3","145705,1",9,10,2,222,"5,480",0,0
"23429,718",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,0
"23438,880",83,"40,1","101,1","20,2","0,18447",63627,48,"252244,3",17,17,5,294,"5,947",0,0
"23441,393",63,"37,7","76,7","15,3","0,12933",42692,"46,3","206620,9",18,11,5,277,"6,973",0,0
"23441,866",115,"42,9","140,1",7,"0,06242",563107,"57,5","750404,7",140,31,20,142,"4,519",0,0
"23450,005",42,"34,2","51,1",17,"0,08039",16666,"42,2","129097,6",8,1,3,375,"51,100",0,0
"23455,723",55,"36,5",67,"13,4","0,10217",118511,"50,7","344253,6",34,13,5,147,"5,154",0,0
"23473,597",100,"41,7","121,8","7,2","0,06522",565276,"57,5","751848,6",168,22,17,101,"5,536",0,0
"23475,116",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23480,985",35,"32,6","42,6","21,3","0,02942",29171,"44,6","170796,1",17,1,2,117,"42,600",0,0
"23489,023",49,"35,5","59,7","11,9","0,07906",48250,"46,8","219659,5",18,19,5,277,"3,142",0,0
"23491,654",40,"33,8","48,7","48,7","0,19237",2373,"33,8","48713,2",1,1,1,1000,"48,700",0,0
"23494,931",36,"32,8","43,8",11,"0,02175",12881,"41,1","113493,7",10,11,4,400,"3,982",0,0
"23502,208",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,2,1,1000,"23,750",0,0
"23504,056",46,35,56,"18,7","0,11071",22612,"43,5","150374,5",10,6,3,300,"9,333",0,0
"23510,807",45,"34,8","54,8","18,3","0,10338",8034,39,"89629,9",5,6,3,600,"9,133",0,0
"23510,881",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23514,836",36,"32,8","43,8","14,6","0,029",7063,"38,5","84039,1",6,7,3,500,"6,257",0,0
"23516,592",38,"33,3","46,3","5,8","0,01763",191129,"52,8","437183,6",118,1,8,67,"46,300",0,0
"23524,424",45,"34,8","54,8","54,8","0,31015",3003,"34,8","54802,4",1,1,1,1000,"54,800",0,0
"23526,046",62,"37,6","75,5","15,1","0,12613",85741,"49,3","292815,6",22,10,5,227,"7,550",0,0
"23527,656",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,0
"23531,480",38,"33,3","46,3","23,1","0,07054",27709,"44,4",166460,14,14,2,142,"3,307",0,0
"23535,208",65,38,"79,2","6,6","0,05649",186827,"52,7","432235,3",65,6,12,184,"13,200",0,0
"23535,296",34,"32,3","41,4","20,7","0,01493",8572,"39,3","92587,1",5,1,2,400,"41,400",0,0
"23543,967",54,"36,4","65,8","21,9","0,16416",35085,"45,5","187311,1",10,6,3,300,"10,967",0,0
"23552,402",38,"33,3","46,3","23,1","0,07054",9392,"39,7","96911,3",5,1,2,400,"46,300",0,0
"23556,457",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,0
"23563,339",46,35,56,"18,7","0,11071",28986,"44,6","170252,5",12,13,3,250,"4,308",0,0
"23564,055",156,"45,6",190,"17,3","0,14121",2484870,64,1576347,276,13,11,39,"14,615",0,0
"23565,045",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,0
"23567,089",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,0
"23586,729",46,35,56,"11,2","0,06643",43813,"46,4","209315,2",19,15,5,263,"3,733",0,0
"23591,527",55,"36,5",67,"13,4","0,10217",94704,"49,8","307740,1",33,28,5,151,"2,393",0,0
"23606,950",51,"35,9","62,1","20,7","0,14511",32500,"45,1","180277,2",10,11,3,300,"5,645",0,0
"23612,464",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,0
"23619,061",58,37,"70,6","11,8","0,09399",304747,"54,8","552038,9",97,1,6,61,"70,600",0,0
"23621,812",40,"33,8","48,7","16,2","0,06412",28522,"44,6","168885,1",14,1,3,214,"48,700",0,0
"23626,163",178,"46,7","216,8","4,4","0,03439",1894738,"62,8","1376494,9",251,21,49,195,"10,324",0,0
"23628,225",48,"35,3","58,5","14,6","0,09367",44437,"46,5","210799,8",21,10,4,190,"5,850",0,0
