Time,Aadc,AdB,AuV,A2hcounts,LnA2hcounts,EioktoJ,EdB,Emarse,Tdur,Trise,hcounts,AF,RA,Clust,Heat
"14355,884",42,"34,2","51,1","25,6","0,12058",65585,"48,2","256096,4",31,2,2,64,"25,550",0,1
"14360,062",37,"33,1","45,1",15,"0,03814",10767,"40,3",103766,10,10,3,300,"4,510",0,1
"14376,301",45,"34,8","54,8","13,7","0,07754",19095,"42,8","138184,8",10,10,4,400,"5,480",0,1
"14386,408",67,"38,2","81,6","20,4","0,17705",67263,"48,3","259350,6",15,6,4,266,"13,600",0,1
"14388,736",64,"37,8","77,9","15,6","0,13248",170236,"52,3","412597,2",47,6,5,106,"12,983",0,1
"14391,577",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14391,742",60,"37,3","73,1","2,4","0,01929",954441,"59,8",976955,401,54,31,77,"1,354",0,1
"14392,069",36,"32,8","43,8","21,9","0,04351",19221,"42,8","138640,2",10,1,2,200,"43,800",0,1
"14394,960",40,"33,8","48,7","48,7","0,19237",2373,"33,8","48713,2",1,1,1,1000,"48,700",0,1
"14400,177",77,"39,4","93,8","2,1","0,01883",1268646,61,"1126341,9",381,102,45,118,"0,920",0,1
"14427,035",45,"34,8","54,8","18,3","0,10338",26632,"44,3","163192,3",10,6,3,300,"9,133",0,1
"14440,705",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14440,893",49,"35,5","59,7","19,9","0,13177",28110,"44,5",167660,10,5,3,300,"11,940",0,1
"14444,409",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14462,136",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14462,153",65,38,"79,2","11,3","0,09684",109802,"50,4","331363,9",35,14,7,200,"5,657",0,1
"14463,391",51,"35,9","62,1","20,7","0,14511",29633,"44,7",172141,10,5,3,300,"12,420",0,1
"14477,994",41,34,"49,9","16,6","0,07235",9269,"39,7","96277,9",6,1,3,500,"49,900",0,1
"14498,085",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"14508,059",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"14509,137",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"14510,619",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14515,461",53,"36,2","64,5","21,5","0,15793",55428,"47,4","235432,1",19,6,3,157,"10,750",0,1
"14521,057",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14528,260",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"14529,883",44,"34,6","53,6","17,9","0,09589",61949,"47,9","248895,6",29,22,3,103,"2,436",0,1
"14550,551",40,"33,8","48,7","16,2","0,06412",21270,"43,3","145841,6",16,16,3,187,"3,044",0,1
"14557,844",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14568,884",35,"32,6","42,6","21,3","0,02942",14534,"41,6",120559,8,2,2,250,"21,300",0,1
"14571,584",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14576,257",39,"33,5","47,5","23,7","0,08353",22979,"43,6","151586,8",11,11,2,181,"4,318",0,1
"14583,174",65,38,"79,2","13,2","0,11298",97241,"49,9","311834,3",23,6,6,260,"13,200",0,1
"14591,495",39,"33,5","47,5","11,9","0,04176",14753,"41,7","121462,9",10,6,4,400,"7,917",0,1
"14606,317",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14606,318",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14607,355",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",1,1
"14607,833",36,"32,8","43,8","14,6","0,029",50766,"47,1","225313,9",29,5,3,103,"8,760",0,1
"14610,113",88,"40,6","107,2","15,3","0,14012",233666,"53,7","483390,2",36,11,7,194,"9,745",0,1
"14611,019",43,"34,4","52,4","17,5","0,08823",20581,"43,1","143459,5",10,10,3,300,"5,240",0,1
"14612,928",40,"33,8","48,7","16,2","0,06412",7339,"38,7","85667,5",5,5,3,600,"9,740",0,1
"14618,677",42,"34,2","51,1","25,6","0,12058",8463,"39,3","91992,5",4,5,2,500,"10,220",0,1
"14628,035",63,"37,7","76,7","15,3","0,12933",65559,"48,2","256045,7",20,5,5,250,"15,340",0,1
"14632,474",66,"38,1","80,4","8,9","0,07702",92493,"49,7","304126,1",36,5,9,250,"16,080",0,1
"14635,756",43,"34,4","52,4","52,4","0,26469",2742,"34,4","52366,7",1,2,1,1000,"26,200",0,1
"14638,469",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"14640,976",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"14646,423",65,38,"79,2","15,8","0,13558",71522,"48,5","267436,1",21,6,5,238,"13,200",0,1
"14647,152",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14650,627",73,39,"88,9","7,4","0,06616",278948,"54,5","528155,1",97,13,12,123,"6,838",0,1
"14661,496",82,40,"99,9","3,1","0,02844",1550661,"61,9","1245255,5",438,56,32,73,"1,784",0,1
"14664,671",33,"32,1","40,2","20,1",0,30687,"44,9","175177,1",19,1,2,105,"40,200",0,1
"14671,319",39,"33,5","47,5","23,7","0,08353",10994,"40,4","104850,1",5,5,2,400,"9,500",0,1
"14673,242",50,"35,7","60,9","15,2","0,10388",59425,"47,7","243771,4",22,10,4,181,"6,090",0,1
"14685,086",53,"36,2","64,5","21,5","0,15793",46407,"46,7","215421,7",15,2,3,200,"32,250",0,1
"14685,416",36,"32,8","43,8","21,9","0,04351",31835,45,"178423,5",18,1,2,111,"43,800",0,1
"14692,990",49,"35,5","59,7","19,9","0,13177",42919,"46,3","207169,6",16,16,3,187,"3,731",0,1
"14703,761",41,34,"49,9",25,"0,10853",18934,"42,8","137601,3",9,1,2,222,"49,900",0,1
"14704,088",92,41,112,"18,7","0,17088",139931,"51,5","374074,1",25,10,6,240,"11,200",0,1
"14704,189",54,"36,4","65,8","32,9","0,24624",59399,"47,7","243718,2",20,2,2,100,"32,900",0,1
"14707,971",34,"32,3","41,4","13,8","0,00995",9989,40,"99943,7",9,1,3,333,"41,400",0,1
"14710,443",46,35,56,14,"0,08303",38943,"45,9","197339,2",15,6,4,266,"9,333",0,1
"14717,337",82,40,"99,9","3,7","0,03371",816905,"59,1","903828,1",250,33,27,108,"3,027",0,1
"14726,510",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14726,810",60,"37,3","73,1","10,4","0,08541",77234,"48,9","277910,1",29,1,7,241,"73,100",0,1
"14732,921",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"14736,157",34,"32,3","41,4","20,7","0,01493",58268,"47,7",241387,35,1,2,57,"41,400",0,1
"14740,069",49,"35,5","59,7","29,8","0,19766",17108,"42,3","130796,3",6,6,2,333,"9,950",0,1
"14742,542",48,"35,3","58,5","19,5","0,1249",95804,"49,8",309523,39,15,3,76,"3,900",0,1
"14751,673",46,35,56,"18,7","0,11071",547611,"57,4","740007,2",254,2,3,11,"28,000",0,1
"14754,758",53,"36,2","64,5","6,5","0,04738",307258,"54,9","554308,4",141,56,10,70,"1,152",0,1
"14765,178",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14774,136",38,"33,3","46,3","15,4","0,04703",20822,"43,2","144299,6",11,11,3,272,"4,209",0,1
"14776,327",44,"34,6","53,6","26,8","0,14384",20636,"43,1","143652,3",9,10,2,222,"5,360",0,1
"14791,587",43,"34,4","52,4","8,7","0,04412",57630,"47,6","240062,4",27,9,6,222,"5,822",0,1
"14793,186",98,"41,5","119,3","13,3","0,12094",911189,"59,6","954562,3",197,6,9,45,"19,883",0,1
"14793,518",53,"36,2","64,5","10,8","0,07896",247527,"53,9","497520,7",109,1,6,55,"64,500",0,1
"14795,303",47,"35,2","57,2","11,4","0,07073",78584,49,"280328,5",30,2,5,166,"28,600",0,1
"14799,193",38,"33,3","46,3","15,4","0,04703",18569,"42,7","136266,4",10,5,3,300,"9,260",0,1
"14800,595",49,"35,5","59,7","14,9","0,09883",17475,"42,4","132192,1",10,11,4,400,"5,427",0,1
"14808,690",63,"37,7","76,7","12,8","0,10777",115951,"50,6","340515,1",28,11,6,214,"6,973",0,1
"14810,345",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,1
"14814,878",38,"33,3","46,3","15,4","0,04703",53849,"47,3","232053,4",29,1,3,103,"46,300",0,1
"14819,884",65,38,"79,2","13,2","0,11298",102736,"50,1",320525,35,9,6,171,"8,800",0,1
"14824,317",39,"33,5","47,5","15,8","0,05568",21605,"43,3","146987,9",11,2,3,272,"23,750",0,1
"14826,636",47,"35,2","57,2","11,4","0,07073",46682,"46,7",216061,20,5,5,250,"11,440",0,1
"14829,785",72,"38,9","87,7","21,9","0,19504",100651,50,"317255,8",20,9,4,200,"9,744",0,1
"14830,291",39,"33,5","47,5","9,5","0,03341",24726,"43,9","157246,3",16,6,5,312,"7,917",0,1
"14830,338",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"14832,895",37,"33,1","45,1",9,"0,02288",11573,"40,6","107579,3",11,1,5,454,"45,100",0,1
"14834,587",56,"36,7","68,2","22,7","0,17628",30552,"44,9","174791,5",10,11,3,300,"6,200",0,1
"14835,669",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"14841,211",37,"33,1","45,1",15,"0,03814",85759,"49,3",292847,48,36,3,62,"1,253",0,1
"14849,567",43,"34,4","52,4","5,8","0,02941",55833,"47,5",236289,34,26,9,264,"2,015",0,1
"14854,051",50,"35,7","60,9","15,2","0,10388",46256,"46,7",215072,19,11,4,210,"5,536",0,1
"14855,950",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"14858,306",42,"34,2","51,1","25,6","0,12058",24946,44,"157942,7",10,10,2,200,"5,110",0,1
"14859,172",85,"40,3","103,5",8,"0,07278",188094,"52,7","433697,7",70,18,13,185,"5,750",0,1
"14863,406",43,"34,4","52,4","13,1","0,06617",105841,"50,2","325332,8",53,20,4,75,"2,620",0,1
"14863,483",57,"36,8","69,4","17,4","0,13664",89228,"49,5","298711,1",34,6,4,117,"11,567",0,1
"14869,591",40,"33,8","48,7","12,2","0,04809",95873,"49,8","309633,7",49,50,4,81,"0,974",0,1
"14869,732",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"14880,427",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"14881,665",48,"35,3","58,5","29,2","0,18735",26696,"44,3",163389,10,10,2,200,"5,850",0,1
"14883,790",39,"33,5","47,5","23,7","0,08353",11279,"40,5","106202,9",5,1,2,400,"47,500",0,1
"14886,207",56,"36,7","68,2","8,5","0,06611",139667,"51,5","373720,8",41,27,8,195,"2,526",0,1
"14887,106",39,"33,5","47,5","9,5","0,03341",79946,49,"282746,5",60,61,5,83,"0,779",0,1
"14892,516",65,38,"79,2","6,6","0,05649",478787,"56,8","691944,5",179,14,12,67,"5,657",0,1
"14892,549",60,"37,3","73,1","18,3","0,14946",46741,"46,7","216195,7",13,14,4,307,"5,221",0,1
"14895,880",36,"32,8","43,8","21,9","0,04351",961,"29,8","31000,9",1,1,2,2000,"43,800",0,1
"14903,331",37,"33,1","45,1",9,"0,02288",28310,"44,5","168254,6",20,13,5,250,"3,469",0,1
"14904,984",50,"35,7","60,9","20,3","0,13851",23458,"43,7","153159,6",10,10,3,300,"6,090",1,1
"14915,583",52,36,"63,3","21,1","0,15158",36648,"45,6","191435,8",10,1,3,300,"63,300",0,1
"14916,633",51,"35,9","62,1","10,4","0,07255",107527,"50,3","327913,8",56,8,6,107,"7,763",0,1
"14928,965",56,"36,7","68,2","22,7","0,17628",33874,"45,3","184049,5",10,10,3,300,"6,820",0,1
"14941,987",55,"36,5",67,"33,5","0,25541",34668,"45,4","186192,6",11,11,2,181,"6,091",0,1
"14951,390",61,"37,4","74,3","24,8","0,20479",44908,"46,5","211914,1",11,11,3,272,"6,755",0,1
"14953,718",40,"33,8","48,7","24,4","0,09619",31905,45,"178618,8",16,16,2,125,"3,044",0,1
"14955,405",79,"39,7","96,2","24,1","0,21824",124730,51,"353171,8",22,13,4,181,"7,400",0,1
"14957,030",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"14959,936",39,"33,5","47,5","23,7","0,08353",10715,"40,3","103515,6",5,5,2,400,"9,500",0,1
"14966,157",95,"41,3","115,7","8,3","0,07553",580755,"57,6","762072,9",167,50,14,83,"2,314",0,1
"14970,379",39,"33,5","47,5","15,8","0,05568",10322,"40,1","101599,4",8,2,3,375,"23,750",0,1
"14971,007",40,"33,8","48,7","48,7","0,19237",2373,"33,8","48713,2",1,1,1,1000,"48,700",0,1
"14975,339",70,"38,6","85,2","3,2","0,02785",854203,"59,3","924230,8",262,49,27,103,"1,739",0,1
"14985,103",52,36,"63,3","10,6","0,07579",56221,"47,5","237110,7",23,2,6,260,"31,650",0,1
"14986,309",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"14996,889",43,"34,4","52,4","10,5","0,05294",59755,"47,8","244447,3",34,1,5,147,"52,400",0,1
"14999,956",74,"39,1","90,1",15,"0,13459",219939,"53,4","468976,8",36,20,6,166,"4,505",0,1
"15001,530",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,2,1,1000,"21,900",0,1
"15010,013",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15011,697",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,2,1,1000,"21,900",0,1
"15027,679",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15029,613",40,"33,8","48,7","24,4","0,09619",21475,"43,3",146545,10,11,2,200,"4,427",0,1
"15031,132",54,"36,4","65,8","13,2","0,0985",288707,"54,6","537314,6",122,117,5,40,"0,562",0,1
"15041,836",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15042,333",60,"37,3","73,1","18,3","0,14946",61335,"47,9",247660,14,5,4,285,"14,620",0,1
"15048,236",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15056,004",68,"38,4","82,8","16,6","0,1446",98453,"49,9","313771,7",23,11,5,217,"7,527",2,1
"15057,346",53,"36,2","64,5","12,9","0,09476",523297,"57,2","723392,7",278,49,5,17,"1,316",0,1
"15060,516",39,"33,5","47,5","15,8","0,05568",26469,"44,2","162691,6",20,20,3,150,"2,375",0,1
"15068,317",53,"36,2","64,5","16,1","0,11845",44180,"46,5","210189,5",14,5,4,285,"12,900",0,1
"15072,792",35,"32,6","42,6","21,3","0,02942",8828,"39,5","93958,6",5,1,2,400,"42,600",0,1
"15072,985",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15080,776",58,37,"70,6","17,7","0,14098",51662,"47,1","227293,4",15,10,4,266,"7,060",0,1
"15084,108",35,"32,6","42,6","21,3","0,02942",7063,"38,5","84039,1",4,5,2,500,"8,520",0,1
"15086,062",69,"38,5",84,"3,4","0,0295",500284,57,"707307,6",192,45,25,130,"1,867",0,1
"15086,133",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15091,984",61,"37,4","74,3","12,4","0,10239",122468,"50,9",349954,30,10,6,200,"7,430",0,1
"15093,064",56,"36,7","68,2","13,6","0,10577",65897,"48,2","256703,4",23,11,5,217,"6,200",0,1
"15093,358",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15093,519",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15105,087",46,35,56,"18,7","0,11071",21228,"43,3","145699,2",10,6,3,300,"9,333",0,1
"15110,903",45,"34,8","54,8","13,7","0,07754",53674,"47,3",231676,20,20,4,200,"2,740",0,1
"15111,305",60,"37,3","73,1","2,9","0,02391",436928,"56,4","661005,1",180,140,25,138,"0,522",0,1
"15116,485",44,"34,6","53,6","26,8","0,14384",12532,41,"111947,7",5,6,2,400,"8,933",0,1
"15117,809",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15119,871",58,37,"70,6","11,8","0,09399",42132,"46,2","205261,9",19,6,6,315,"11,767",0,1
"15124,950",53,"36,2","64,5","12,9","0,09476",61443,"47,9","247877,9",21,16,5,238,"4,031",0,1
"15125,315",43,"34,4","52,4","6,5","0,03309",202287,"53,1","449763,8",97,19,8,82,"2,758",0,1
"15127,427",46,35,56,"9,3","0,05536",22877,"43,6","151251,4",15,11,6,400,"5,091",0,1
"15129,427",42,"34,2","51,1","10,2","0,04823",179123,"52,5","423229,1",78,1,5,64,"51,100",0,1
"15130,006",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15132,878",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15134,727",68,"38,4","82,8","3,1","0,02678",602696,"57,8","776334,7",195,30,27,138,"2,760",0,1
"15134,999",58,37,"70,6","5,9","0,04699",247813,"53,9","497808,2",89,10,12,134,"7,060",0,1
"15135,227",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15135,834",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15137,856",49,"35,5","59,7","19,9","0,13177",23007,"43,6","151682,2",9,6,3,333,"9,950",0,1
"15140,910",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15142,992",45,"34,8","54,8","13,7","0,07754",17697,"42,5","133029,5",11,6,4,363,"9,133",0,1
"15144,427",39,"33,5","47,5","11,9","0,04176",15280,"41,8","123611,2",10,10,4,400,"4,750",0,1
"15146,786",46,35,56,28,"0,16607",52357,"47,2",228816,19,19,2,105,"2,947",0,1
"15148,090",41,34,"49,9",25,"0,10853",13570,"41,3","116492,3",6,6,2,333,"8,317",0,1
"15153,137",34,"32,3","41,4","20,7","0,01493",857,"29,3","29278,6",1,1,2,2000,"41,400",0,1
"15156,175",53,"36,2","64,5","7,2","0,05264",221708,"53,5","470859,3",100,34,9,90,"1,897",0,1
"15158,147",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,1
"15160,531",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15160,696",70,"38,6","85,2","21,3","0,188",53040,"47,2","230305,2",14,5,4,285,"17,040",0,1
"15161,107",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15161,334",45,"34,8","54,8",11,"0,06203",46021,"46,6","214524,8",25,11,5,200,"4,982",0,1
"15163,176",42,"34,2","51,1","25,6","0,12058",14273,"41,5","119471,5",6,6,2,333,"8,517",0,1
"15165,618",74,"39,1","90,1",18,"0,16151",82700,"49,2","287576,1",19,10,5,263,"9,010",0,1
"15168,202",36,"32,8","43,8","21,9","0,04351",9347,"39,7","96681,4",5,1,2,400,"43,800",0,1
"15169,169",40,"33,8","48,7","24,4","0,09619",7976,39,"89309,4",4,1,2,500,"48,700",0,1
"15173,185",39,"33,5","47,5","23,7","0,08353",9677,"39,9","98373,2",5,5,2,400,"9,500",0,1
"15173,572",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,2,1,1000,"23,750",0,1
"15177,854",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15178,160",39,"33,5","47,5","15,8","0,05568",21426,"43,3","146376,2",10,6,3,300,"7,917",0,1
"15183,158",41,34,"49,9",25,"0,10853",11309,"40,5","106342,4",5,1,2,400,"49,900",0,1
"15185,032",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,2,1,1000,"21,900",0,1
"15185,163",55,"36,5",67,"13,4","0,10217",79705,49,"282320,7",23,15,5,217,"4,467",0,1
"15187,445",49,"35,5","59,7","9,9","0,06589",85205,"49,3","291898,4",36,5,6,166,"11,940",0,1
"15188,100",80,"39,8","97,4","19,5","0,1771",83507,"49,2","288975,4",14,6,5,357,"16,233",0,1
"15192,887",35,"32,6","42,6","21,3","0,02942",17656,"42,5","132877,5",10,1,2,200,"42,600",0,1
"15195,351",85,"40,3","103,5","14,8","0,13516",124471,51,"352805,2",29,15,7,241,"6,900",0,1
"15196,858",69,"38,5",84,21,"0,1844",72891,"48,6","269983,6",15,10,4,266,"8,400",0,1
"15197,707",46,35,56,"18,7","0,11071",31628,45,"177842,1",11,7,3,272,"8,000",0,1
"15198,500",52,36,"63,3","21,1","0,15158",36628,"45,6","191384,1",10,1,3,300,"63,300",0,1
"15199,306",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15202,506",47,"35,2","57,2","19,1","0,11788",25356,44,"159236,4",10,6,3,300,"9,533",0,1
"15203,745",38,"33,3","46,3","11,6","0,03527",79075,49,"281202,7",44,9,4,90,"5,144",0,1
"15206,748",48,"35,3","58,5","19,5","0,1249",23853,"43,8","154445,3",10,10,3,300,"5,850",0,1
"15207,255",47,"35,2","57,2","19,1","0,11788",26118,"44,2","161609,3",10,2,3,300,"28,600",0,1
"15210,044",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15211,072",71,"38,7","86,5","10,8","0,09577",240290,"53,8",490194,46,33,8,173,"2,621",0,1
"15211,302",42,"34,2","51,1","6,4","0,03015",71645,"48,6","267666,5",38,22,8,210,"2,323",0,1
"15211,986",42,"34,2","51,1","25,6","0,12058",13615,"41,3","116683,1",6,6,2,333,"8,517",0,1
"15216,482",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15218,893",41,34,"49,9","49,9","0,21706",2493,34,49931,1,2,1,1000,"24,950",0,1
"15222,097",54,"36,4","65,8","9,4","0,07035",73308,"48,7","270754,1",29,11,7,241,"5,982",0,1
"15225,870",45,"34,8","54,8","18,3","0,10338",23918,"43,8","154653,2",10,6,3,300,"9,133",0,1
"15227,219",44,"34,6","53,6","26,8","0,14384",22432,"43,5","149773,3",10,11,2,200,"4,873",0,1
"15227,686",41,34,"49,9","7,1","0,03101",35181,"45,5","187567,3",25,10,7,280,"4,990",0,1
"15228,829",49,"35,5","59,7","14,9","0,09883",42797,"46,3","206874,3",15,6,4,266,"9,950",0,1
"15230,490",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",1,1
"15235,720",54,"36,4","65,8",11,"0,08208",49938,47,"223467,7",22,10,6,272,"6,580",0,1
"15236,048",53,"36,2","64,5","16,1","0,11845",32309,"45,1","179747,5",13,9,4,307,"7,167",0,1
"15239,706",39,"33,5","47,5","23,7","0,08353",10445,"40,2","102199,8",5,6,2,400,"7,917",0,1
"15240,632",41,34,"49,9",25,"0,10853",22595,"43,5","150316,9",11,1,2,181,"49,900",0,1
"15243,740",62,"37,6","75,5","15,1","0,12613",83710,"49,2","289327,3",28,10,5,178,"7,550",0,1
"15244,327",49,"35,5","59,7","8,5","0,05647",20927,"43,2","144660,6",14,10,7,500,"5,970",0,1
"15245,890",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,1
"15246,621",138,"44,5","168,1",21,"0,17884",361477,"55,6","601229,5",34,15,8,235,"11,207",0,1
"15248,822",35,"32,6","42,6","21,3","0,02942",808,"29,1","28417,5",1,1,2,2000,"42,600",0,1
"15248,886",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15253,983",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15254,240",61,"37,4","74,3","9,3","0,0768",104839,"50,2","323788,2",37,11,8,216,"6,755",0,1
"15254,839",48,"35,3","58,5","11,7","0,07494",77196,"48,9","277841,5",30,11,5,166,"5,318",0,1
"15256,105",42,"34,2","51,1",17,"0,08039",7218,"38,6","84957,6",5,1,3,600,"51,100",0,1
"15257,967",46,35,56,"18,7","0,11071",25658,"44,1","160180,5",10,5,3,300,"11,200",0,1
"15259,628",41,34,"49,9","49,9","0,21706",2493,34,49931,1,2,1,1000,"24,950",0,1
"15261,857",43,"34,4","52,4","10,5","0,05294",291457,"54,6","539867,8",122,2,5,40,"26,200",0,1
"15262,033",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15262,479",45,"34,8","54,8","13,7","0,07754",18224,"42,6","134995,2",10,6,4,400,"9,133",0,1
"15262,638",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15264,717",47,"35,2","57,2","4,8","0,02947",398163,56,"631001,4",177,60,12,67,"0,953",0,1
"15265,074",64,"37,8","77,9","15,6","0,13248",48480,"46,9","220181,5",15,6,5,333,"12,983",0,1
"15266,951",45,"34,8","54,8","18,3","0,10338",24036,"43,8","155036,3",10,10,3,300,"5,480",1,1
"15270,530",41,34,"49,9","49,9","0,21706",2493,34,49931,1,2,1,1000,"24,950",0,1
"15271,709",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15272,357",38,"33,3","46,3","23,1","0,07054",7513,"38,8","86680,1",4,5,2,500,"9,260",0,1
"15272,735",41,34,"49,9","8,3","0,03618",69226,"48,4","263109,1",39,32,6,153,"1,559",0,1
"15275,814",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15276,297",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15278,929",54,"36,4","65,8","21,9","0,16416",25299,44,"159056,2",9,6,3,333,"10,967",0,1
"15280,219",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15280,877",51,"35,9","62,1","10,4","0,07255",83248,"49,2","288527,2",31,19,6,193,"3,268",0,1
"15287,722",34,"32,3","41,4","20,7","0,01493",8572,"39,3","92587,1",5,1,2,400,"41,400",0,1
"15288,877",48,"35,3","58,5","19,5","0,1249",28979,"44,6","170233,6",11,6,3,272,"9,750",0,1
"15290,787",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15293,166",33,"32,1","40,2","20,1",0,8076,"39,1",89864,5,1,2,400,"40,200",0,1
"15297,515",50,"35,7","60,9","15,2","0,10388",40639,"46,1","201592,3",14,10,4,285,"6,090",0,1
